GeneratorName=FCCS 3.0,GeneratorVersion=3.0.0,DateCreated=10/29/2012
fuelbed_number,site_name,site_description,cover_type,ecoregion,overstory_loading,midstory_loading,understory_loading,snags_c1_foliage_loading,snags_c1wo_foliage_loading,snags_c1_wood_loading,snags_c2_loading,snags_c3_loading,shrubs_primary_loading,shrubs_secondary_loading,shrubs_primary_perc_live,shrubs_secondary_perc_live,nw_primary_loading,nw_secondary_loading,nw_primary_perc_live,nw_secondary_perc_live,w_sound_0_quarter_loading,w_sound_quarter_1_loading,w_sound_1_3_loading,w_sound_3_9_loading,w_sound_9_20_loading,w_sound_gt20_loading,w_rotten_3_9_loading,w_rotten_9_20_loading,w_rotten_gt20_loading,w_stump_sound_loading,w_stump_rotten_loading,w_stump_lightered_loading,litter_depth,litter_loading,lichen_depth,lichen_loading,moss_depth,moss_loading,basal_accum_loading,squirrel_midden_loading,ladderfuels_loading,duff_lower_depth,duff_lower_loading,duff_upper_depth,duff_upper_loading,Total_aboveground_fuel_loading,efg_natural,efg_activity
107.000000,,,63,210.000000,2.016784,0.285666,0.337252,0.000466,119.275246,0.194026,0.200119,0.200119,1.449090,0.021900,90.000000,90.000000,0.010000,0.010000,80.000000,80.000000,0.100000,0.700000,0.500000,0.100000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.537250,0.500000,0.012500,0.500000,0.037500,0.000000,0.000000,3.000000,1.500000,24.299999,1.500000,10.799999,206.568771,10,10
109.000000,,,34,210.000000,10.284516,10.182151,1.042304,0.024274,5.097519,1.352971,3.158533,1.263413,3.284205,0.000000,85.000000,0.000000,0.400000,0.000000,80.000000,0.000000,0.300000,0.500000,1.000000,1.200000,0.500000,0.500000,0.750000,0.300000,0.000000,0.000000,0.025525,0.000000,1.500000,4.171500,0.000000,0.000000,1.000000,0.075000,0.000000,0.000000,0.300000,0.500000,8.100000,0.500000,3.600000,98.620476,9,9
110.000000,,,38,210.000000,6.011280,10.617750,2.515590,0.000000,7.434266,0.000000,2.158602,0.863441,0.438266,0.000000,95.000000,0.000000,0.100000,0.000000,95.000000,0.000000,0.400000,0.500000,1.000000,1.000000,5.000000,0.000000,0.500000,1.000000,0.000000,0.261241,0.020033,0.000000,1.000000,2.945000,0.000000,0.000000,2.000000,0.150000,0.000000,0.000000,0.000000,0.500000,10.889999,0.500000,3.960000,159.017517,9,9
114.000000,,,63,220.000000,1.595603,0.929135,2.156220,0.000000,2.006692,0.000000,1.904351,0.952176,0.879609,0.000000,90.000000,0.000000,0.100000,0.100000,80.000000,80.000000,0.200000,0.700000,0.400000,0.300000,0.500000,0.000000,0.200000,0.300000,0.000000,0.000000,0.036756,0.000000,1.500000,3.863250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,12.600000,1.000000,7.200000,83.693695,10,10
115.000000,,,0,210.000000,0.211702,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.749046,0.879292,90.000000,90.000000,0.050000,0.000000,90.000000,0.000000,0.200000,0.700000,2.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,5.556601,0.000000,0.000000,1.000000,0.225000,0.000000,0.000000,0.000000,2.000000,36.000000,0.500000,4.000000,64.862083,8,8
120.000000,,,63,210.000000,4.291531,3.084048,0.000000,0.000000,0.000000,0.000000,0.510509,0.459458,10.800000,0.000000,90.000000,0.000000,0.050000,0.000000,60.000000,0.000000,0.500000,1.000000,1.500000,1.500000,1.800000,0.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,5.198600,0.250000,0.006250,0.500000,0.037500,0.000000,0.000000,0.000000,1.000000,16.200001,0.500000,3.600000,150.586884,10,10
121.000000,,,63,210.000000,3.155922,2.467238,2.352240,0.008389,0.000000,2.418781,28.716120,0.408407,10.800000,0.000000,90.000000,0.000000,0.100000,0.000000,60.000000,0.000000,2.000000,3.000000,4.000000,8.800000,14.600000,5.800000,0.800000,0.000000,0.000000,0.000000,0.076576,0.000000,3.000000,7.797900,0.250000,0.006250,0.500000,0.037500,0.000000,0.000000,0.000000,1.000000,16.200001,0.500000,3.600000,163.614243,10,10
123.000000,,,51,210.000000,15.681599,3.049199,0.620730,0.000000,1.429363,0.000000,0.574322,0.574322,2.500000,0.797886,85.000000,85.000000,0.050000,0.010000,70.000000,75.000000,0.600000,1.200000,1.600000,1.500000,1.800000,0.000000,0.800000,0.000000,0.000000,0.000000,0.204202,0.000000,4.000000,6.827200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,15.300000,1.000000,6.800000,194.951599,9,9
124.000000,,,63,210.000000,2.490238,2.503012,0.696089,0.000151,0.024138,0.057020,0.078414,0.039207,2.218892,0.000000,80.000000,0.000000,0.100000,0.010000,90.000000,90.000000,0.200000,0.500000,0.500000,0.100000,0.100000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500000,3.888750,0.500000,0.012500,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,12.960000,0.800000,5.760000,53.132523,10,10
125.000000,,,51,220.000000,12.448578,3.920400,0.838530,0.003156,4.202328,0.346747,1.500896,0.750448,2.500000,0.907830,85.000000,85.000000,0.050000,0.000000,75.000000,0.000000,0.020000,0.400000,0.700000,1.800000,1.800000,0.000000,0.500000,0.000000,0.000000,0.000000,0.204202,0.000000,2.000000,5.567400,0.000000,0.000000,0.000000,0.000000,0.000814,0.000000,0.000000,0.400000,6.120000,0.300000,2.040000,147.233582,9,9
129.000000,,,85,220.000000,13.721399,7.840800,3.136320,0.000000,4.063004,0.000000,1.786781,1.531526,1.726957,0.298198,90.000000,90.000000,0.100000,0.010000,85.000000,85.000000,0.100000,0.200000,1.500000,1.500000,1.500000,0.000000,0.500000,0.500000,0.000000,0.276114,0.102101,0.000000,0.500000,0.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.900000,0.500000,0.400000,105.970894,9,9
131.000000,,,228,210.000000,0.642292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.321406,0.000000,70.000000,0.000000,3.000000,0.300000,70.000000,95.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,6.201900,0.000000,0.000000,1.300000,0.390000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.887733,13,13
133.000000,,,281,210.000000,0.542322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.607032,0.000000,70.000000,0.000000,3.000000,0.000000,70.000000,0.000000,0.400000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,3.964400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.650384,13,13
134.000000,,,51,210.000000,0.326700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.643788,0.000000,85.000000,0.000000,0.200000,0.000000,85.000000,0.000000,1.400000,3.200000,6.900000,7.900001,2.800000,0.000000,2.500000,1.000000,0.000000,4.970484,0.193474,0.000000,1.500000,2.983500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,5.760000,0.200000,1.360000,45.052982,9,9
135.000000,,,64,220.000000,0.813483,1.084644,0.000000,0.002498,0.185906,0.132473,0.323535,0.323535,0.522468,0.000000,90.000000,0.000000,1.000000,0.500000,80.000000,90.000000,0.200000,0.400000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.215625,0.500000,0.012500,0.500000,0.037500,0.000000,0.000000,0.000000,0.100000,0.270000,0.100000,0.120000,12.556293,10,10
138.000000,,,30,210.000000,4.051969,7.117895,1.560672,0.000000,0.000000,0.000000,15.630759,0.000000,0.800000,0.000000,75.000000,0.000000,0.100000,0.000000,75.000000,0.000000,0.900000,1.500000,1.900000,4.800000,5.200000,0.000000,1.400000,2.100000,0.000000,0.000000,0.000000,0.000000,0.800000,1.798800,0.500000,0.012500,1.300000,0.390000,0.000639,0.000000,0.500000,0.900000,13.770000,0.900000,6.120000,136.694580,10,10
140.000000,,,14,210.000000,5.232428,0.582179,0.048565,0.000000,0.000000,0.000000,4.389014,0.000000,0.290622,2.000000,90.000000,60.000000,0.020000,0.700000,80.000000,80.000000,0.300000,0.300000,0.100000,0.400000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,2.160000,1.000000,0.050000,1.000000,0.150000,0.000000,0.000000,0.000000,0.750000,12.825001,0.750000,5.700000,55.734360,10,10
142.000000,,,20,210.000000,11.434501,4.991976,0.826420,0.000000,8.370381,0.000000,10.005973,4.502688,0.632951,0.000000,80.000000,0.000000,0.010000,0.100000,90.000000,90.000000,0.500000,1.000000,3.000000,3.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.472000,0.000000,0.000000,0.500000,0.150000,0.000000,0.000000,0.000000,1.000000,16.200001,1.000000,7.200000,149.011002,9,9
143.000000,,,16,210.000000,16.944950,4.422211,3.925301,0.013351,1.538674,0.350770,12.252211,7.300276,3.600000,0.804109,85.000000,85.000000,0.500000,0.000000,85.000000,0.000000,0.400000,0.600000,1.300000,2.000000,2.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.051050,0.000000,2.000000,4.952000,1.000000,0.025000,1.000000,0.075000,0.000000,0.000000,3.000000,1.000000,17.100000,1.000000,7.600000,131.838593,8,8
146.000000,,,14,210.000000,2.874960,0.875964,0.896465,0.062918,0.000000,6.242566,2.588280,1.837832,0.178682,0.183980,90.000000,90.000000,0.100000,0.010000,90.000000,90.000000,0.200000,0.800000,1.000000,6.000000,0.000000,0.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,1.640800,1.200000,0.270000,1.200000,0.810000,0.000000,0.000000,0.500000,0.600000,10.800000,0.600000,4.800000,85.937950,10,10
147.000000,,,14,210.000000,1.617165,0.563492,0.278566,0.002664,0.000000,0.561462,0.349188,0.102102,0.860080,0.000000,90.000000,0.000000,0.300000,0.010000,90.000000,90.000000,0.100000,0.100000,0.100000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,1.032000,0.200000,0.005000,0.200000,0.015000,0.000000,0.000000,0.000000,0.200000,2.520000,0.200000,1.120000,17.496384,10,10
148.000000,,,14,210.000000,1.177296,0.000000,0.010781,0.000200,0.000000,0.002155,24.810728,7.856731,0.486466,0.000000,90.000000,0.000000,0.050000,0.010000,90.000000,90.000000,0.100000,0.500000,1.300000,10.000000,0.000000,0.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,1.200000,2.807040,1.200000,0.090000,1.200000,0.270000,0.000000,0.000000,3.000000,0.250000,2.925000,0.250000,1.300000,74.156288,10,10
152.000000,,,30,210.000000,0.426670,0.000000,0.000000,0.238516,0.000000,34.266064,8.614837,0.000000,0.450000,0.000000,80.000000,0.000000,0.200000,0.000000,90.000000,0.000000,2.000000,3.000000,4.000000,12.500001,15.000001,10.000000,1.400000,2.100000,0.000000,0.806254,0.024504,0.000000,0.800000,1.798800,0.700000,0.105000,1.300000,0.682500,0.000000,0.000000,3.000000,0.900000,12.150000,0.900000,5.400000,127.131706,10,10
154.000000,,,48,220.000000,6.468660,5.488559,1.551825,0.000000,0.555393,0.000000,0.265465,0.351077,0.750000,0.000000,70.000000,0.000000,0.300000,0.000000,60.000000,0.000000,0.200000,0.500000,0.500000,1.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.800000,4.008600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,2.160000,0.200000,1.440000,67.556564,9,9
155.000000,,,24,210.000000,5.166564,2.401898,0.000000,0.000000,3.369236,0.000000,2.213056,1.722967,0.226957,0.000000,95.000000,0.000000,0.050000,0.000000,95.000000,0.000000,0.500000,1.000000,0.500000,1.500000,0.400000,0.000000,2.000000,0.750000,0.000000,0.071585,0.051050,0.000000,1.000000,3.020000,0.000000,0.000000,0.500000,0.037500,0.000000,0.000000,0.500000,1.500000,32.669998,1.500000,11.879999,141.673859,10,10
156.000000,,,72,230.000000,3.234329,0.000000,0.000000,0.005593,0.000000,0.337067,0.000000,0.000000,3.400000,0.000000,95.000000,0.000000,0.050000,0.050000,60.000000,60.000000,1.600000,0.840000,1.500000,2.000000,0.000000,0.000000,0.070000,0.000000,0.000000,0.080895,0.102101,0.000000,1.000000,2.352000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,7.650000,0.250000,1.700000,57.616425,11,11
157.000000,,,71,230.000000,5.207271,5.109588,1.851300,0.049548,0.980177,1.754874,1.990984,0.359398,2.129894,1.068245,85.000000,85.000000,0.100000,0.010000,75.000000,75.000000,1.000000,1.300000,1.300000,0.700000,0.700000,0.700000,0.900000,0.000000,0.000000,0.151397,0.204202,0.000000,2.000000,5.741800,0.500000,0.005000,0.500000,0.015000,0.000786,0.000000,0.000000,0.500000,7.650000,0.500000,3.400000,99.984550,11,11
158.000000,,,71,230.000000,6.312606,6.506557,2.406690,0.034799,0.980177,1.559888,9.954921,5.390974,3.407830,1.869429,85.000000,85.000000,0.100000,0.010000,75.000000,75.000000,0.300000,1.100000,1.900000,10.400001,10.000000,9.000000,7.000000,4.000000,0.000000,1.135474,0.204202,0.000000,3.000000,8.607000,0.500000,0.005000,0.500000,0.015000,0.000643,0.000000,3.000000,0.500000,7.650000,0.500000,3.400000,150.842422,11,11
161.000000,,,70,230.000000,2.910897,0.000000,0.261360,0.000000,0.000000,0.000000,0.081681,0.000000,1.084219,0.000000,80.000000,0.000000,0.100000,0.010000,80.000000,80.000000,1.200000,0.840000,0.250000,0.500000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.851900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,8.550000,0.500000,3.800000,82.427200,11,11
162.000000,,,70,230.000000,2.425748,0.000000,0.261360,0.000000,0.000000,0.000000,0.000000,0.000000,1.626329,0.000000,80.000000,0.000000,0.100000,0.010000,80.000000,80.000000,0.500000,4.300000,3.700000,2.700000,0.000000,0.000000,1.600000,0.000000,0.000000,0.365596,0.000000,0.000000,1.000000,2.701800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,8.550000,0.500000,3.800000,92.622131,11,11
164.000000,,,65,230.000000,2.414966,0.000000,0.925650,0.000000,0.000000,0.000000,0.735133,0.000000,1.910039,0.448070,90.000000,90.000000,0.010000,0.000000,80.000000,0.000000,1.500000,1.500000,0.300000,1.000000,0.500000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.924000,1.000000,0.010000,0.000000,0.000000,0.000000,0.000000,0.300000,0.500000,5.400000,0.500000,2.400000,38.235641,11,11
165.000000,,,66,230.000000,0.269527,0.163350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500000,0.694117,80.000000,80.000000,0.300000,0.050000,80.000000,80.000000,0.100000,0.160000,0.140000,0.200000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,1.051650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.900000,0.250000,0.400000,12.608635,11,11
166.000000,,,66,230.000000,1.078110,2.869733,1.147893,0.009991,0.000000,0.786489,1.531526,0.130690,7.500000,1.725489,80.000000,80.000000,0.200000,0.010000,80.000000,80.000000,0.200000,0.500000,0.300000,0.500000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003676,0.500000,1.102875,0.000000,0.000000,0.000000,0.000000,0.004161,0.000000,0.000000,0.800000,12.240001,0.800000,5.440000,60.051693,11,11
168.000000,,,74,230.000000,0.064687,0.000000,0.012937,0.000000,0.000000,0.000000,0.000000,0.000000,6.151250,0.000000,90.000000,0.000000,0.100000,0.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.547500,0.000000,0.000000,2.000000,0.600000,0.000000,0.000000,0.000000,45.000000,990.000061,0.500000,3.200000,1003.329285,11,11
170.000000,,,74,230.000000,0.815737,0.000000,0.036577,0.000000,0.000000,0.000000,0.102102,0.057432,5.355000,2.175000,90.000000,90.000000,0.100000,0.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,3.066000,0.000000,0.000000,2.000000,0.150000,0.000000,0.000000,0.000000,10.000000,220.000015,0.500000,3.200000,239.874023,11,11
173.000000,,,82,230.000000,1.470150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.697500,0.000000,80.000000,0.000000,0.100000,0.100000,70.000000,70.000000,0.200000,0.200000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.171250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.466270,9,9
174.000000,,,98,230.000000,8.795634,1.579921,0.000000,0.000000,0.000000,0.000000,2.001194,3.659328,3.840000,0.336213,80.000000,80.000000,0.100000,0.100000,70.000000,70.000000,0.500000,0.500000,0.500000,1.500000,1.000000,0.000000,0.000000,0.000000,0.000000,0.164518,0.040024,0.000000,2.000000,5.121000,1.000000,0.050000,0.000000,0.000000,0.000329,0.000000,0.040000,0.250000,3.375000,0.500000,3.000000,69.058388,7,7
175.000000,,,283,220.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,65.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500000,3.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,108.000008,0.500000,2.000000,117.105003,13,13
176.000000,,,295,230.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,65.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,6.210001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.000000,291.599976,1.000000,7.200000,309.009979,13,13
178.000000,,,71,230.000000,3.017989,0.574992,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.672349,1.380745,90.000000,90.000000,0.100000,0.000000,75.000000,0.000000,0.900000,3.600000,6.200000,10.600000,0.000000,0.000000,4.400000,1.400000,0.000000,0.000000,0.204202,0.000000,2.000000,4.533000,0.500000,0.005000,0.500000,0.015000,0.000000,0.000000,3.000000,0.600000,9.180000,0.600000,4.080000,75.916489,11,11
180.000000,,,51,230.000000,6.931484,4.410450,0.809944,0.000000,4.466952,0.000000,0.000000,0.000000,1.489336,0.000000,75.000000,0.000000,0.250000,0.000000,75.000000,0.000000,0.400000,0.700000,1.400000,1.800000,1.800000,0.000000,0.500000,0.700000,0.000000,0.603443,0.198484,0.000000,2.000000,6.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,14.400000,1.000000,6.400000,147.196152,9,9
181.000000,,,74,230.000000,4.163464,0.000000,1.388475,0.071995,0.000000,3.992179,1.764319,1.470266,5.097130,0.000000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.500000,1.500000,2.000000,1.000000,0.500000,0.500000,0.500000,0.000000,0.031988,0.016336,0.061261,1.500000,2.754000,0.000000,0.000000,1.500000,0.337500,0.000000,0.000000,3.000000,3.000000,43.199997,2.000000,12.799999,133.245255,11,11
182.000000,,,67,230.000000,2.479653,0.000000,0.035627,0.000000,0.000000,0.000000,1.543779,0.918916,9.800000,0.000000,90.000000,0.000000,0.100000,0.100000,60.000000,60.000000,0.100000,0.400000,0.300000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015315,0.000000,2.000000,3.612000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,25.200001,2.000000,11.200001,91.165306,11,11
183.000000,,,71,230.000000,2.639213,0.000000,0.522720,0.000000,0.000000,0.000000,0.000000,0.000000,2.022349,1.725932,90.000000,90.000000,0.200000,0.000000,75.000000,0.000000,0.900000,4.000000,8.200001,10.600000,0.000000,0.000000,4.400000,1.400000,0.000000,2.245239,0.204202,0.000000,2.000000,4.533000,0.500000,0.005000,0.500000,0.015000,0.000000,0.000000,0.300000,0.600000,9.180000,0.600000,4.080000,75.923042,11,11
184.000000,,,75,230.000000,4.555015,9.801000,1.894533,0.000000,0.678878,0.000000,1.860804,0.490089,0.810000,0.397367,90.000000,85.000000,0.200000,0.000000,60.000000,0.000000,0.100000,0.500000,1.000000,0.800000,0.000000,0.000000,0.200000,0.000000,0.000000,0.005618,0.001634,0.012763,1.800000,4.490550,1.500000,0.037500,2.000000,0.150000,0.000242,0.000000,0.000000,0.250000,1.800000,1.000000,3.200000,45.397232,11,11
185.000000,,,75,230.000000,2.805961,0.980100,0.868712,0.000000,0.000000,0.000000,0.661619,0.306305,0.450000,0.000000,90.000000,0.000000,0.200000,0.000000,60.000000,0.000000,0.100000,0.200000,0.200000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004595,0.012763,0.500000,0.969500,1.500000,0.037500,2.000000,0.060000,0.000000,0.000000,0.000000,0.200000,0.360000,0.200000,0.160000,18.038120,11,11
186.000000,,,75,230.000000,9.408958,2.482919,0.980100,0.000000,0.678878,0.000000,0.459458,0.127627,0.798094,0.397367,90.000000,85.000000,0.100000,0.000000,60.000000,0.000000,0.200000,0.500000,0.140000,0.300000,0.500000,0.000000,0.100000,0.100000,0.000000,0.000000,0.588101,0.010210,1.800000,4.525740,1.500000,0.037500,2.000000,0.150000,0.000000,0.000000,0.000000,0.250000,2.925000,0.500000,3.600000,42.522247,11,11
187.000000,,,75,230.000000,4.085547,0.000000,0.246430,0.000000,0.000000,0.000000,1.654049,0.765763,1.560000,0.464867,90.000000,85.000000,0.200000,0.000000,60.000000,0.000000,0.800000,4.000000,6.200000,1.200000,1.500000,0.000000,0.200000,0.000000,0.000000,0.014426,0.001634,0.012763,1.800000,3.159450,1.500000,0.037500,2.000000,0.150000,0.000000,0.000000,0.000000,0.250000,2.925000,1.000000,7.200000,47.883999,11,11
188.000000,,,65,230.000000,2.587464,0.000000,2.172555,0.000000,0.328886,0.000000,0.294053,0.153153,1.328422,0.000000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.600000,0.400000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019733,0.002553,0.000000,0.700000,2.029580,1.500000,0.075000,0.000000,0.000000,0.001198,0.000000,0.500000,0.500000,8.100000,0.500000,3.600000,62.631485,11,11
189.000000,,,65,230.000000,2.874960,3.491606,3.077786,0.000000,2.238248,0.000000,1.000597,0.588106,1.314947,0.000000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.700000,0.800000,4.100000,2.100000,0.000000,0.200000,0.200000,0.000000,0.017540,0.001914,0.000000,0.700000,2.049530,1.500000,0.015000,0.000000,0.000000,0.000037,0.000000,0.000000,0.800000,14.256001,0.800000,6.336000,79.965622,11,11
190.000000,,,67,230.000000,2.587464,1.040866,0.062256,0.000000,0.000000,0.000000,0.477836,0.255254,13.139999,0.000000,80.000000,0.000000,0.100000,0.000000,80.000000,0.000000,0.150000,0.400000,0.300000,1.200000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.001276,0.003191,0.500000,1.243975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.750000,11.475000,0.750000,5.100000,76.069534,11,11
191.000000,,,67,230.000000,1.940598,0.000000,0.051749,0.000000,0.000000,0.000000,0.603932,0.308858,5.000000,0.274779,80.000000,90.000000,0.200000,0.000000,80.000000,0.000000,0.080000,0.350000,0.400000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.507500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,2.880000,0.200000,1.280000,53.426788,11,11
196.000000,,,70,230.000000,0.000000,0.000000,0.323433,0.000000,0.000000,0.000000,0.000000,0.000000,0.635394,0.000000,95.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.300000,0.560000,0.150000,0.500000,0.000000,0.000000,1.000000,0.500000,0.000000,0.822591,0.018378,0.000000,3.000000,5.391000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,1.170000,0.100000,0.520000,16.274206,11,11
203.000000,,,296,230.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,70.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,4.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.250000,0.000000,7.600000,13,13
208.000000,,,121,240.000000,4.657435,5.304301,1.251392,0.424697,0.000000,33.613762,39.697170,46.313358,2.205887,0.000000,85.000000,0.000000,0.050000,0.010000,95.000000,60.000000,0.500000,1.600000,3.300000,4.300000,8.900001,3.400000,0.800000,1.600000,0.600000,0.017093,0.036756,0.000000,0.400000,1.068000,0.100000,0.002500,0.100000,0.030000,0.007226,0.000000,0.500000,1.000000,16.020000,1.000000,7.120000,319.392120,8,4
210.000000,,,146,310.000000,0.560617,0.718740,0.000000,0.000000,0.000000,0.000000,0.860105,1.720211,1.512158,0.000000,85.000000,0.000000,0.100000,0.000000,90.000000,0.000000,0.200000,0.400000,1.000000,0.300000,0.000000,0.000000,0.200000,0.200000,0.000000,0.000000,0.000000,0.000000,0.500000,0.446250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.100000,0.360000,0.100000,0.160000,45.706066,5,5
211.000000,,,10,310.000000,2.371842,3.665574,1.199642,0.000000,0.000000,0.000000,1.860805,0.000000,0.282703,0.000000,90.000000,0.000000,0.100000,0.010000,80.000000,60.000000,0.100000,0.500000,0.900000,0.400000,1.200000,0.000000,0.400000,0.300000,0.000000,0.000000,0.000000,0.000000,0.900000,2.582100,0.000000,0.000000,0.000000,0.000000,0.001737,0.000000,3.000000,0.200000,3.420000,0.300000,2.280000,48.375694,8,8
212.000000,,,10,330.000000,4.916182,0.000000,0.280309,0.000000,0.000000,0.000000,3.451040,4.288274,0.000000,0.000000,0.000000,0.000000,0.050000,0.010000,80.000000,85.000000,1.000000,3.200000,3.000000,40.000000,3.000000,0.000000,1.700000,1.000000,0.000000,0.780875,0.025883,0.000000,0.300000,0.808110,0.100000,0.000250,0.100000,0.010500,0.009827,0.000000,3.000000,1.200000,19.440001,0.300000,2.160000,118.206932,8,8
213.000000,,,1,330.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.010000,65.000000,45.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.002500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.212500,13,13
